系统名称,库名,Schema,表名,表中文名,表备注,来源文件名称,来源文件章节,数据库实际备注,文档备注,文档与实际库是否一致,业务域,表类型,数据粒度,总行数,活跃度判断,核心字段,候选主键,候选关联字段,是否纳入数据资产,是否进入数据治理系统,确认状态,判断依据,需要人工确认的问题
HIS_SOURCE,his_ready_10_10_10_15,COMM,BILL_PATTERN_MASTER_copy1,费用模板主记录,费用模板主记录,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,费用模板主记录,待从原始表结构文档逐表精确回填,待确认,费用收费,中间表,一行一张收据/结算或一条收费明细,3946,待活跃度统计,PATTERN_NAME+DEPT_CODE,DEPT_CODE+PATTERN_NAME,DEPT_CODE,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLIENT_INSTALLATION_LOG,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,标准映射表,主数据表,需要人工确认,18,待活跃度统计,,需要验证,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,COMM,CLINIC_OPER_LOG,临床诊疗项目操作日志表,临床诊疗项目操作日志表,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,临床诊疗项目操作日志表,待从原始表结构文档逐表精确回填,待确认,手术,日志表,需要人工确认,0,待活跃度统计,OPER_DATE+ITEM_CODE,OPER_DATE+ITEM_CODE,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,COMM,INP_CANCEL_LOG,作废住院号管理表,作废住院号管理表,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,作废住院号管理表,待从原始表结构文档逐表精确回填,待确认,住院就诊,主数据表,需要人工确认,0,待活跃度统计,INP_NO,INP_NO,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,COMM,OPERATION_LOG,操作日志,操作日志,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,操作日志,待从原始表结构文档逐表精确回填,待确认,手术,日志表,需要人工确认,57407694,待活跃度统计,,需要验证,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,COMM,PRICE_LIST_LOG,价表日志,价表日志,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,价表日志,待从原始表结构文档逐表精确回填,待确认,费用收费,日志表,需要人工确认,98,待活跃度统计,ITEM_CLASS+ITEM_CODE+ITEM_SPEC+UNITS+START_DATE+ENTER_DATE,ITEM_CLASS+ITEM_CODE+ITEM_SPEC+UNITS+START_DATE+ENTER_DATE,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,COMM,SECURITY_TEMPLATE,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,人员字典,主数据表,需要人工确认,3662,待活跃度统计,APPLICATION+WINDOW+CONTROL+ITEM_NO,APPLICATION+WINDOW+CONTROL+ITEM_NO,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,COMM,TJ_ERROR_LOG,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,标准映射表,日志表,需要人工确认,0,待活跃度统计,ERROR_DATE,ERROR_DATE,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,COMM,TJ_LOG_MESSAGE,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,标准映射表,日志表,需要人工确认,0,待活跃度统计,LOG_DATE,LOG_DATE,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,COMM,UPDATE_LOG,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,标准映射表,主数据表,需要人工确认,9184838,待活跃度统计,,需要验证,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DOCK_CALL_LOG,对接三方的日志,对接三方的日志,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,对接三方的日志,待从原始表结构文档逐表精确回填,待确认,药品,日志表,需要人工确认,3198052,待活跃度统计,LOG_ID,LOG_ID,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,DRUG_YPID,药品ID临时表,药品ID临时表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品ID临时表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,1411,待活跃度统计,,需要验证,DRUG_CODE,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_CHECK_DETAIL_copy1,盘点明细表,盘点明细表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,盘点明细表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,5274,待活跃度统计,,需要验证,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DICT_FACTORY_copy1,药品字典厂商,药品字典厂商,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品字典厂商,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,1562,待活跃度统计,FACTORY_ID,FACTORY_ID,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_DRUG_LOC_copy1,药品库位对照表,药品库位对照表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品库位对照表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,17691,待活跃度统计,BIND_ID,BIND_ID,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD,药品追溯码记录表,药品追溯码记录表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品追溯码记录表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,6267417,待活跃度统计,RECORD_ID,RECORD_ID,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_RECORD_copy1,药品追溯码记录表,药品追溯码记录表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品追溯码记录表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,30,待活跃度统计,RECORD_ID,RECORD_ID,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_STORGE,药品追溯码库存表,药品追溯码库存表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品追溯码库存表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,4591694,待活跃度统计,RECORD_ID,RECORD_ID,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MED_TRACE_STORGE_copy1,药品追溯码库存表,药品追溯码库存表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药品追溯码库存表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,30,待活跃度统计,RECORD_ID,RECORD_ID,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,MESSAGE_CENTER,PDA消息提醒,PDA消息提醒,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,PDA消息提醒,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,0,待活跃度统计,,需要验证,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_CHECK_DETAIL_copy1,药房盘点明细表,药房盘点明细表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药房盘点明细表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,36531,待活跃度统计,,需要验证,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHDETAIL_copy1,财务月结明细表,财务月结明细表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,财务月结明细表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,3262,待活跃度统计,RECORD_NO,RECORD_NO,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_FIN_MONTHSETTLE_copy1,财务月结主表,财务月结主表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,财务月结主表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,一行一张收据/结算或一条收费明细,7,待活跃度统计,FIN_ID,FIN_ID,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_INIT_ACCOUNT_copy1,药房初始化建账表,药房初始化建账表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药房初始化建账表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,3308,待活跃度统计,ID,ID,DRUG_CODE,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy1,药房库存信息,药房库存信息,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药房库存信息,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,3308,待活跃度统计,RECORD_NO,RECORD_NO,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PHA_STORAGE_copy2,药房库存信息,药房库存信息,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,药房库存信息,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,4512,待活跃度统计,RECORD_NO,RECORD_NO,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,PRINT_DEBUG_LOG,报表打印debuglog表,报表打印debuglog表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,报表打印debuglog表,待从原始表结构文档逐表精确回填,待确认,药品,日志表,需要人工确认,42842,待活跃度统计,,需要验证,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,TEMP_REQ_INFO,发药临时表,发药临时表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,发药临时表,待从原始表结构文档逐表精确回填,待确认,药品,中间表,需要人工确认,,待活跃度统计,,需要验证,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,TRACE_UPLOAD_TIME_LOG,追溯码时间段上传日志表,追溯码时间段上传日志表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,追溯码时间段上传日志表,待从原始表结构文档逐表精确回填,待确认,药品,日志表,需要人工确认,2012,待活跃度统计,LOG_ID,LOG_ID,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,DRUG_USER,VIEW_DEBUG_LOG,报表打印debuglog表,报表打印debuglog表,系统表结构/HIS系统数据库表结构.md; 系统表结构/HIS系统药房药库表设计文档.md,按表名索引匹配，章节需人工确认,报表打印debuglog表,待从原始表结构文档逐表精确回填,待确认,药品,日志表,需要人工确认,64818,待活跃度统计,,需要验证,DEPT_CODE,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,EXAM,BACKUP_PATIENT,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,患者主索引,主数据表,需要人工确认,0,待活跃度统计,PID,PID,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,EXAM,BACKUP_STUDY,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,检查,主数据表,需要人工确认,0,待活跃度统计,SUID,SUID,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPADM,ADT_LOG_BACKUP2025,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,日志表,需要人工确认,13,待活跃度统计,,需要验证,DEPT_CODE+PATIENT_ID+VISIT_ID,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPADM,ADT_LOG_C0525325,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,日志表,需要人工确认,7,待活跃度统计,,需要验证,DEPT_CODE+PATIENT_ID+VISIT_ID,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPADM,BED_TRANS_LOG,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,主数据表,需要人工确认,1774570,待活跃度统计,WARD_CODE+BED_NO+LOG_DATE_TIME+ACTION,WARD_CODE+BED_NO+LOG_DATE_TIME+ACTION,PATIENT_ID+VISIT_ID,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPADM,BED_TRANS_LOG_BACKUP2025,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,日志表,需要人工确认,18,待活跃度统计,,需要验证,PATIENT_ID+VISIT_ID,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPADM,BED_TRANS_LOG_C0525325,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,日志表,需要人工确认,7,待活跃度统计,,需要验证,PATIENT_ID+VISIT_ID,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPADM,ERROR_LOG,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,主数据表,需要人工确认,0,待活跃度统计,,需要验证,PATIENT_ID,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPADM,LEND_BED_LOG,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,主数据表,需要人工确认,194332,待活跃度统计,WARD_CODE+LEND_START_DATE+PATIENT_ID+VISIT_ID,WARD_CODE+PATIENT_ID+VISIT_ID+LEND_START_DATE,PATIENT_ID+VISIT_ID+DEPT_CODE,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPADM,MEDICAL_QC_LOG,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,主数据表,需要人工确认,0,待活跃度统计,PATIENT_ID+VISIT_ID+CHECK_DATE,PATIENT_ID+VISIT_ID+CHECK_DATE,PATIENT_ID+VISIT_ID,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPADM,PATS_IN_HOSPITAL_BACKUP2025,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,主数据表,一行一次住院就诊,0,待活跃度统计,,需要验证,PATIENT_ID+VISIT_ID+DEPT_CODE,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPADM,PATS_IN_HOSPITAL_BK,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,主数据表,一行一次住院就诊,99,待活跃度统计,,需要验证,PATIENT_ID+VISIT_ID+DEPT_CODE,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPADM,PAT_VISIT_BACKUP2025,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,主数据表,一行一次住院就诊,3,待活跃度统计,,需要验证,PATIENT_ID+VISIT_ID,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPBILL,CASHER_WORKING_LOG,收款员工作日志,收款员工作日志,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,收款员工作日志,待从原始表结构文档逐表精确回填,待确认,住院就诊,日志表,一行一张收据/结算或一条收费明细,221765,待活跃度统计,OPER_NO+OPER_DATE_TIME,OPER_NO+OPER_DATE_TIME,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPBILL,DOWNLOAD_LIST,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,主数据表,一行一张收据/结算或一条收费明细,0,待活跃度统计,JYSJ+JYCKH,JYCKH+JYSJ,,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPBILL,INP_BILL_DETAIL_B,住院费用结账后计的费用备份,住院费用结账后计的费用备份,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,住院费用结账后计的费用备份,待从原始表结构文档逐表精确回填,待确认,住院就诊,中间表,一行一张收据/结算或一条收费明细,68,待活跃度统计,PATIENT_ID+VISIT_ID+ITEM_NO,PATIENT_ID+VISIT_ID+ITEM_NO,PATIENT_ID+VISIT_ID+RCPT_NO+DEPT_CODE,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
HIS_SOURCE,his_ready_10_10_10_15,INPBILL,INP_BILL_DETAIL_BACKUP0105,,需要人工确认,系统表结构/HIS系统数据库表结构.md,按表名索引匹配，章节需人工确认,,待从原始表结构文档逐表精确回填,待确认,住院就诊,事实明细表,一行一张收据/结算或一条收费明细,2,待活跃度统计,,需要验证,PATIENT_ID+VISIT_ID+RCPT_NO+DEPT_CODE+ORDER_NO,否,否,建议排除,命中日志/临时/备份/错误/同步/测试关键词或既有排除口径,如该表仍被业务查询或接口依赖，请恢复为待确认
