Schema,表名,表中文名,总行数,原确认状态,复核动作,复核理由,候选时间字段,是否仍需人工确认
EXAM,EXAM_SCHEDULE,检查病人时间安排,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,SCHEDULED_DATE_TIME,?
EXAM,EXAM_SHARINGCENTER_DETAIL,,8842,待人工确认,promote_core_activity_verified,有数据但缺中文名/备注/验证关系，需人工确认??? SQL ???30? 254 ??????,AUDITOR,?
EXAM,EXAM_SHARINGCENTER_MASTER,检查互认数据,8894,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：OPER_TIME，需后续只读 SQL 补近30天活跃度,OPER_TIME,?
EXAM,EXAM_USER,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
EXAM,EXAM_WORKING_PLAN,检查工作时间安排,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,MORN_BEGIN,?
EXAM,GAOXIANG,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
EXAM,MODALITY_VS_LOCAL_ID_CLASS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
EXAM,PACSPATIENT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
EXAM,PACSSTUDY,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,SDATE,?
EXAM,PACSUPDATE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
EXAM,PBCATCOL,,0,待人工确认,exclude,PBCAT 类 PowerBuilder 元数据表且当前为空，按用户规则直接排除,,?
EXAM,PBCATEDT,,0,待人工确认,exclude,PBCAT 类 PowerBuilder 元数据表且当前为空，按用户规则直接排除,,?
EXAM,PBCATFMT,,0,待人工确认,exclude,PBCAT 类 PowerBuilder 元数据表且当前为空，按用户规则直接排除,,?
EXAM,PBCATTBL,,0,待人工确认,exclude,PBCAT 类 PowerBuilder 元数据表且当前为空，按用户规则直接排除,,?
EXAM,PBCATVLD,,0,待人工确认,exclude,PBCAT 类 PowerBuilder 元数据表且当前为空，按用户规则直接排除,,?
EXAM,SQLEXPERT_PLAN1,,0,待人工确认,exclude,技术配置/工具表且为空，不进入治理资产,TIMESTAMP,?
EXAM,STOREUID,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,STUDYDATE,?
EXAM,SUBSERVER_VS_DEPT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
EXAM,TREAT_APPOINT,治疗预约记录,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,TREAT_NO,?
EXAM,TREAT_ITEMS,检查项目记录,0,待人工确认,remain_manual,规则未能确定,EXAM_NO,?
EXAM,TSMARCHIVE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,ARCHIVE_DATE,?
INPADM,CEQ$PATS_IN_HOSPITAL,,0,待人工确认,exclude,技术配置/工具表且为空，不进入治理资产,ADMISSION_DATE_TIME,?
INPADM,CLG$PATS_IN_HOSPITAL,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
INPADM,CVR$PATS_IN_HOSPITAL,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
INPADM,MEDICAL_QC_MSG,质控信息病人信息表,430946,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：ISSUED_DATE_TIME，需后续只读 SQL 补近30天活跃度,ISSUED_DATE_TIME,?
INPADM,ORDERS_GROUP_REC,12.8 经管医生记录,1103,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
INPADM,PATS_IN_HOSPITAL_C0525325,,1,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,ADMISSION_DATE_TIME,?
INPADM,PATS_IN_HOSPITAL_TEST,在院病人记录,0,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,ADMISSION_DATE_TIME,?
INPADM,PATS_IN_TRANSFERRING,转科病人记录,51,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：TRANSFER_DATE_TIME，需后续只读 SQL 补近30天活跃度,TRANSFER_DATE_TIME,?
INPADM,PRE_DISCHGED_PATS,准备出院病人记录,132,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：DISCHARGE_DATE_EXPCTED，需后续只读 SQL 补近30天活跃度,DISCHARGE_DATE_EXPCTED,?
INPADM,PRE_TRANSFERRING_PATS,,3558,待人工确认,promote_core_activity_verified,有数据但缺中文名/备注/验证关系，需人工确认??? SQL ???30? 314 ??????,TRANSFER_DATE_TIME,?
INPBILL,ACCT_STAFF_GROUP,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
INPBILL,BANK_TRANS_LISTS,对账记录,414177,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：BANKTRANDATE，需后续只读 SQL 补近30天活跃度,BANKTRANDATE,?
INPBILL,BILL_DEPT_CONFIG,自动计价科室配置,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
INPBILL,BILL_MISC_ITEM,自动计价杂费项目,0,待人工确认,remain_manual,规则未能确定,,?
INPBILL,BILL_MISC_ITEM_PATCH,,315,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,START_DATE,?
INPBILL,CASHER_NO_REC,JU?nT1:E1m,308,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
INPBILL,DISPENSE_MEDICINE_APPLICATION,,4804,待人工确认,promote_core_activity_verified,有数据但缺中文名/备注/验证关系，需人工确认??? SQL ???30? 843 ??????,CREATE_TIME,?
INPBILL,INPBILL_ITEMPRICE_CHANGES_LOG,,54918,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,BILLING_DATE_TIME,?
INPBILL,INP_ACCT_DETAIL,住院收费结帐明细记录,802945,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
INPBILL,INP_ACCT_MASTER,住院收费结帐记录,65337,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：ACCT_DATE，需后续只读 SQL 补近30天活跃度,ACCT_DATE,?
INPBILL,INP_ACCT_MONEY,住院收费结帐金额分类,348899,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
INPBILL,INP_BILL_DETAILQ,住院病人费用明细记录,1167169,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：PERFORMED_BY，需后续只读 SQL 补近30天活跃度,PERFORMED_BY,?
INPBILL,INP_BILL_DETAIL_1123,住院病人费用明细记录,173,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：PERFORMED_BY，需后续只读 SQL 补近30天活跃度,PERFORMED_BY,?
INPBILL,INP_BILL_DETAIL_112302,住院病人费用明细记录,55,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：PERFORMED_BY，需后续只读 SQL 补近30天活跃度,PERFORMED_BY,?
INPBILL,INP_BILL_DETAIL_20241231,,10810,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,BILLING_DATE_TIME,?
INPBILL,INP_BILL_DETAIL_BACK,住院病人费用明细记录,0,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,PERFORMED_BY,?
INPBILL,INP_BILL_DETAIL_C0525325,,21,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,BILLING_DATE_TIME,?
INPBILL,INP_BILL_DETAIL_CANCEL,,5557,待人工确认,force_keep_by_user,有数据但缺中文名/备注/验证关系，需人工确认??????用户指定保留：住院费用取消/冲销明细,,?
INPBILL,INP_BILL_DETAIL_HRP,住院病人费用明细HRP条码表,362053,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
INPBILL,INP_BILL_DETAIL_JZ,住院病人费用明细记录(急诊转费),140,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：PERFORMED_BY，需后续只读 SQL 补近30天活跃度,PERFORMED_BY,?
INPBILL,INP_BILL_DETAIL_TEST,住院病人费用明细记录,929021,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,PERFORMED_BY,?
INPBILL,INP_CASH_SJG,,1,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,ACCT_DATE,?
INPBILL,INP_DIET_COSTS,住院病人伙食费明细,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,BILLING_DATE_TIME,?
INPBILL,INP_OVERDRAFT_REG_DETAIL,透支记录明细,2129962,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：ENTERED_DATE，需后续只读 SQL 补近30天活跃度,ENTERED_DATE,?
INPBILL,INP_OVERDRAFT_REG_MASTER,,468218,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,ENABLED_DATE,?
INPBILL,INP_PAYMENTS_MONEY,住院病人支付方式记录,2466520,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
INPBILL,INP_SETTLE_DETAIL,住院病人结算明细记录,5779211,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
INPBILL,INP_SETTLE_INVOICE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
INPBILL,INP_SETTLE_MASTER_C0525325,,1,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,SETTLING_DATE,?
INPBILL,INP_SETTLE_MASTER_YB,省、市医保结算记录,436516,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：BRJSH，需后续只读 SQL 补近30天活跃度,BRJSH,?
INPBILL,INP_SETTLE_MASTER_YB_0122,,1,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
INPBILL,INP_SETTLE_MASTER_YD,,4971,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,STATUS,?
INPBILL,LIVE_BILL_DETAIL,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BILLING_DATE_TIME,?
INPBILL,NEED_BILLING_PATS,待计价病人,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,BILLING_DATE_TIME,?
INPBILL,PREPAYMENT_RCPT_ADD,,4520603,待人工确认,promote_core_activity_verified,有数据但缺中文名/备注/验证关系，需人工确认??? SQL ???30? 71144 ??????,TRANSACT_DATE,?
INPBILL,PREPAYMENT_RCPT_ADD_C0525325,,1,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,TRANSACT_DATE,?
INPBILL,PREPAYMENT_RCPT_C0525325,,12,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,TRANSACT_DATE,?
INPBILL,PREPAY_ACCT,预交金结帐记录,190868,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：ACCT_DATE，需后续只读 SQL 补近30天活跃度,ACCT_DATE,?
INPBILL,PREPAY_ACCT_MONEY,预交金结帐金额分类,400480,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
INPBILL,RELIEF_ACCOUNTS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,ACCT_DATE,?
INPBILL,UNSETTLE_REC,欠费病人记录,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,ENTER_DATE,?
LAB,ABNORMAL_NIGHT_WORK,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,STARTTIME,?
LAB,ANR1999,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,ANR_DATE,?
LAB,ANTIBIO,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,ANTI_QC,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,AN_RLT1,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,ANR_DATE,?
LAB,AN_RLT2,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,ANR_DATE,?
LAB,AN_RLTS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,ANR_DATE,?
LAB,AN_SSTD,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,AN_STYPE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,ARB1999,,214,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,ANR_DATE,?
LAB,ATTEN_REC,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,BACTERI,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,BAR1999,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BAR_DATE,?
LAB,BA_RLTS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BAR_DATE,?
LAB,BA_SCR,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BAR_DATE,?
LAB,BD_DONOR,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BD_DATE,?
LAB,BD_LIB,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BL_DATE,?
LAB,BD_PRIS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,BD_RECIP,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BR_DATE,?
LAB,BSC1999,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BAR_DATE,?
LAB,BSCRIPE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,BSR1999,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BSR_DATE,?
LAB,BS_RLTS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BSR_DATE,?
LAB,BTYPE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,CDSS_LAB_DETAIL,,20,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
LAB,CDSS_LAB_MASTER,,83,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
LAB,CHECKB,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,CH_TYPE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,CL_ITEM,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,COMBINE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,COM_CHG,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,CSR1999,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BSR_DATE,?
LAB,CS_RLTS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,BSR_DATE,?
LAB,CUR1999,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,RES_DATE,?
LAB,CVR1999,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,RES_DATE,?
LAB,CV_RLTS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,RES_DATE,?
LAB,DEPART,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,DIAGNOS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,DIARY,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,DIA_E_DATE,?
LAB,DOCTOR,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,DYR1999,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,RES_DATE,?
LAB,EXAM,审核,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,CONDITION,?
LAB,HOLI_REC,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,HOL_START_DATE,?
LAB,IMM1999,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,IMR_DATE,?
LAB,IMM_CAL,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,IMM_DEF,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,IMD_DATE,?
LAB,IMM_DEF1,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,IMM_DEF2,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,IMM_ECD,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,IMM_ITM,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,IMM_JUDGE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,IMM_MED,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,IMM_DATE,?
LAB,IMM_MOD,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,IMM_PLACE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,IMM_PLACE1,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,IMM_RESULTS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,IMR_DATE,?
LAB,IMM_R_MOD,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,INSPECT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,INSTRMT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,INSTRUMENT_CONFIG,检验仪器检验项目配置,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,REPORT_ITEM_CODE,?
LAB,ITEM,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,ITM_SDATE,?
LAB,ITEM_PROP,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,ITEM_UGR,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,LAB_BILL_ITEMS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,LAB_DEVICE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,DEV_OUT_DATE,?
LAB,LAB_ITEM_VS_RULES,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,LAB_REJECT_ITEM,检验互斥项目,21,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：OPER_DATE，需后续只读 SQL 补近30天活跃度,OPER_DATE,?
LAB,LAB_REPORT_RULES,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,LAB_REPORT_RULES_DETAIL,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,TIME1,?
LAB,LAB_RESULT_ITEM,,5252,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
LAB,LAB_RESULT_MAPPING,,119,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
LAB,LAB_RESULT_TYPE_VS_VALUES,检验结果描述与结果值对照表,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
LAB,LAB_SHARINGCENTER_DETAIL,,215223,待人工确认,force_keep_by_user,有数据但缺中文名/备注/验证关系，需人工确认??????用户指定保留：检验互认/共享中心明细,MX_ID,?
LAB,LAB_SHARINGCENTER_MASTER,检验平台报告互认数据,24675,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：OPER_TIME，需后续只读 SQL 补近30天活跃度,OPER_TIME,?
LAB,METHOD,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,METHOD_RLTS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,MET_DATE,?
LAB,MITM_NO,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,NIGHTWORK_DEF,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,STARTTIME,?
LAB,NOBACT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,NORMAL_NIGHT_WORK,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,STARTTIME,?
LAB,ONLINE_DATA,检验联机采集数据,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,ASSAY_DATE,?
LAB,PAT1999,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,PAT_DATE,?
LAB,PATIENTS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,PAT_DATE,?
LAB,QC_MEA,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,QCM_DATE,?
LAB,QC_REF,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,QCR_SDATE,?
LAB,QC_SAM,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,QCM_DATE,?
LAB,QUALITY_CON_LIST,质控数据,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,QC_DATE,?
LAB,QUALITY_CON_PARAMETER_LIST,质控参数,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
LAB,REAGDICT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,REAGENT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,REAG_OUT_DATE,?
LAB,REAGENT_OUT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,REAG_DATE,?
LAB,REAGOUT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,REAG_DATE,?
LAB,REAGPITM,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,REAGPLAN,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,PLAN_DATE,?
LAB,RED_ITM,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,RED_ITMS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
LAB,REP_DIARY,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,REP_CONNECT_DATE,?
LAB,RESULTO,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,RES_DATE,?
LAB,RESULTS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,RES_DATE,?
LAB,RES_CURO,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,RES_DATE,?
LAB,RES_CURS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,RES_DATE,?
LAB,RES_DYY,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,RES_DATE,?
