left_table,left_column,right_table,right_column,view_count,edge_count,in_formal_relationships,conditions,views
HIS.DIAGNOSIS,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,9,9,N,A.PATIENT_ID = B.PATIENT_ID|D.PATIENT_ID = PMI.PATIENT_ID|D.PATIENT_ID = TT.PATIENT_ID|PMI.PATIENT_ID = A.PATIENT_ID|T.PATIENT_ID = T2.PATIENT_ID|TT.PATIENT_ID = DDD.PATIENT_ID,CDR_MEDICAL_DIAG|EMR_DISCHARGE_RECORD_DIAGNOSIS|EMR_HOS_CHANGE_MAJOR_RECORD|V_EMR_ADMISSION_DIAGNOSIS|V_EMR_HOS_CHANGE_MAJOR_RECORD|V_EMR_HOS_DND_RECORD|V_EMR_HOS_SAVE_RECORD|V_EMR_HOS_SUCCESSION_RECORD|V_EMR_ICH_DIAGNOSIS
HIS.PAT_VISIT,ATTENDING_DOCTOR,HIS.STAFF_DICT,EMP_NO,7,7,N,D.EMP_NO = A.ATTENDING_DOCTOR|SD.EMP_NO = PV.ATTENDING_DOCTOR|SD.EMP_NO = T.ATTENDING_DOCTOR|SD.EMP_NO = TTT.ATTENDING_DOCTOR|YG.EMP_NO = A.ATTENDING_DOCTOR|YG.EMP_NO = T.ATTENDING_DOCTOR,V_EMR_ADMISSION_RECORD|V_EMR_DISCHARGE_RECORD|V_EMR_HOS_DIFFIC_CASE_DISCUSS|V_EMR_HOS_DND_RECORD|V_EMR_HOS_SAVE_RECORD|V_EMR_REFERRAL_HOS_RECORD|V_ESBHL_INPUT_CASE_FIRP
SM.MED_OPERATION_MASTER,PATIENT_ID,SM.MED_OPERATION_SCHEDULE,PATIENT_ID,7,7,N,A.PATIENT_ID = A1.PATIENT_ID|MOM.PATIENT_ID = MOS.PATIENT_ID|MOS.PATIENT_ID = MOM.PATIENT_ID,CDR_OPERATION_APPLY|V_EMR_ANES_AFTER_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_INFOR_ANESTHESIA|V_EMR_OPERATION_NURSING|V_ESBHL_AFT_ANE_VISIT_ROD|V_ESBHL_ANE_PREO_VISIT_ROD
SM.MED_OPERATION_MASTER,VISIT_ID,SM.MED_OPERATION_SCHEDULE,VISIT_ID,7,7,N,A.VISIT_ID = A1.VISIT_ID|MOM.VISIT_ID = MOS.VISIT_ID|MOS.VISIT_ID = MOM.VISIT_ID,CDR_OPERATION_APPLY|V_EMR_ANES_AFTER_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_INFOR_ANESTHESIA|V_EMR_OPERATION_NURSING|V_ESBHL_AFT_ANE_VISIT_ROD|V_ESBHL_ANE_PREO_VISIT_ROD
CDA.CDA_DICTIONARY,院标编码,HIS.OPERATION,OPERATION_CODE,6,6,N,CD.院标编码 = O.OPERATION_CODE,V_EMR_ANESTHESIA_RECORD|V_EMR_ANES_AFTER_RECORD|V_EMR_INFOR_ANESTHESIA|V_EMR_INFOR_OPERATION|V_EMR_OPERATION_NURSING|V_EMR_OPERA_RECORD
CDA.CDA_DICTIONARY,院标名称,SM.MED_OPERATION_MASTER,OPERATION_NAME,6,6,N,CD.院标名称 = A.OPERATION_NAME|CD.院标名称 = B.OPERATION_NAME|CD.院标名称 = MOM.OPERATION_NAME,V_EMR_ANESTHESIA_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_HOS_PREOP_DISCUSS|V_EMR_INFOR_ANESTHESIA|V_EMR_INFOR_OPERATION|V_EMR_OPERATION_NURSING
HIS.DEPT_DICT,DEPT_CODE,HIS.PAT_VISIT,DISCHARGE_WARD_CODE,6,6,N,A.DISCHARGE_WARD_CODE = T.DEPT_CODE|HD.DEPT_CODE = P.DISCHARGE_WARD_CODE|HD.DEPT_CODE = V.DISCHARGE_WARD_CODE|KS.DEPT_CODE = P.DISCHARGE_WARD_CODE|KS.DEPT_CODE = PV.DISCHARGE_WARD_CODE|T.DISCHARGE_WARD_CODE = KS.DEPT_CODE,CDR_MEDICAL|PAT_VIEW|V_EMR_ANESTHESIA_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_INFOR_ANESTHESIA|V_EMR_INFOR_TRANS_BLOOD
HIS.DIAGNOSIS,VISIT_ID,MTL.EPR_INPATIENT_DOCINDEX,P_INPATIENT_TIMES,6,6,N,D.VISIT_ID = T.P_INPATIENT_TIMES|DD.VISIT_ID = T.P_INPATIENT_TIMES|T.P_INPATIENT_TIMES = DDD.VISIT_ID,EMR_HOS_CHANGE_MAJOR_RECORD|V_EMR_HOS_CHANGE_MAJOR_RECORD|V_EMR_HOS_DND_RECORD|V_EMR_HOS_PREOP_DISCUSS|V_EMR_HOS_SAVE_RECORD|V_EMR_HOS_SUCCESSION_RECORD
HIS.OPERATION,PATIENT_ID,SM.MED_OPERATION_MASTER,PATIENT_ID,6,6,N,A.PATIENT_ID = O.PATIENT_ID|MOM.PATIENT_ID = O.PATIENT_ID|O.PATIENT_ID = B.PATIENT_ID|O.PATIENT_ID = MOM.PATIENT_ID,V_EMR_ANESTHESIA_RECORD|V_EMR_ANES_AFTER_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_INFOR_ANESTHESIA|V_EMR_INFOR_OPERATION|V_EMR_OPERATION_NURSING
HIS.OPERATION,VISIT_ID,SM.MED_OPERATION_MASTER,VISIT_ID,6,6,N,A.VISIT_ID = O.VISIT_ID|MOM.VISIT_ID = O.VISIT_ID|O.VISIT_ID = B.VISIT_ID|O.VISIT_ID = MOM.VISIT_ID,V_EMR_ANESTHESIA_RECORD|V_EMR_ANES_AFTER_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_INFOR_ANESTHESIA|V_EMR_INFOR_OPERATION|V_EMR_OPERATION_NURSING
SM.MED_CUSTOM_DATA,PATIENT_ID,SM.MED_OPERATION_MASTER,PATIENT_ID,6,6,N,MCD.PATIENT_ID = MOM.PATIENT_ID|SQ.PATIENT_ID = A.PATIENT_ID|SQ.PATIENT_ID = B.PATIENT_ID,CDR_OPERATION_AFTER|CDR_OPERATION_RECOVERY|CDR_OPERATION_VISIT|V_EMR_ANESTHESIA_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_INFOR_ANESTHESIA
SM.MED_CUSTOM_DATA,VISIT_ID,SM.MED_OPERATION_MASTER,VISIT_ID,6,6,N,MCD.VISIT_ID = MOM.VISIT_ID|SQ.VISIT_ID = A.VISIT_ID|SQ.VISIT_ID = B.VISIT_ID,CDR_OPERATION_AFTER|CDR_OPERATION_RECOVERY|CDR_OPERATION_VISIT|V_EMR_ANESTHESIA_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_INFOR_ANESTHESIA
SM.MED_CUSTOM_DATA,OPER_ID,SM.MED_OPERATION_MASTER,OPER_ID,6,6,N,MCD.OPER_ID = MOM.OPER_ID|SQ.OPER_ID = A.OPER_ID|SQ.OPER_ID = B.OPER_ID,CDR_OPERATION_AFTER|CDR_OPERATION_RECOVERY|CDR_OPERATION_VISIT|V_EMR_ANESTHESIA_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_INFOR_ANESTHESIA
SM.MED_OPERATION_MASTER,OPER_ID,SM.MED_OPERATION_SCHEDULE,OPER_ID,6,6,N,A.OPER_ID = A1.OPER_ID|MOM.OPER_ID = MOS.OPER_ID,CDR_OPERATION_APPLY|V_EMR_ANES_AFTER_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_OPERATION_NURSING|V_ESBHL_AFT_ANE_VISIT_ROD|V_ESBHL_ANE_PREO_VISIT_ROD
CDA.CDA_DICTIONARY,院标名称,HIS.OPERATION,OPERATION_DESC,5,5,N,CD.院标名称 = O.OPERATION_DESC,V_EMR_BOFORE_OPERA_RECORD|V_EMR_HOS_PREOP_DISCUSS|V_EMR_INFOR_ANESTHESIA|V_EMR_INFOR_OPERATION|V_EMR_OPERATION_NURSING
CDA.CDA_DICTIONARY,院标名称,SM.MED_OPERATION_MASTER,DIAG_BEFORE_OPERATION,5,5,N,CD.院标名称 = A.DIAG_BEFORE_OPERATION|CD.院标名称 = MOM.DIAG_BEFORE_OPERATION,V_EMR_BOFORE_OPERA_RECORD|V_EMR_INFOR_ANESTHESIA|V_EMR_INFOR_OPERATION|V_EMR_OPERATION_NURSING|V_EMR_OPERA_RECORD
HIS.INP_BILL_DETAIL,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,5,5,N,A.PATIENT_ID = B.PATIENT_ID|A.PATIENT_ID = R.PATIENT_ID|A.PATIENT_ID = T.PATIENT_ID|B.PATIENT_ID = P.PATIENT_ID|E.PATIENT_ID = A.PATIENT_ID,PL_SFXMMX|V_EMR_CONSUMABLES|V_EMR_IN_FEE_INFO_CHILD|V_ESBHL_HIGH_VALUE_ROD|V_ESBHL_TRE_ROD
HIS.STAFF_DICT,EMP_NO,SM.MED_OPERATION_MASTER,ANESTHESIA_DOCTOR,5,5,N,SD.EMP_NO = A.ANESTHESIA_DOCTOR|SD.EMP_NO = B.ANESTHESIA_DOCTOR|SD.EMP_NO = MOM.ANESTHESIA_DOCTOR,V_EMR_ANESTHESIA_RECORD|V_EMR_ANES_AFTER_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_INFOR_ANESTHESIA|V_EMR_OPERA_RECORD
SM.MED_OPERATION_MASTER,PATIENT_ID,SM.MED_PAT_MASTER_INDEX,PATIENT_ID,5,5,N,A.PATIENT_ID = B.PATIENT_ID|MOM.PATIENT_ID = MPMI.PATIENT_ID,CDR_OPERATION_AFTER|V_EMR_ANES_AFTER_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_ESBHL_AFT_ANE_VISIT_ROD|V_ESBHL_ANE_PREO_VISIT_ROD
HIS.DEPT_DICT,DEPT_CODE,HIS.PAT_VISIT,ADT_ROOM_NO,4,4,N,A.ADT_ROOM_NO = T.DEPT_CODE|D.DEPT_CODE = PV.ADT_ROOM_NO|E.DEPT_CODE = A.ADT_ROOM_NO|T.ADT_ROOM_NO = Q.DEPT_CODE,CDR_MEDICAL|V_ESBHL_CHECK_ROD|V_ESBHL_INPUT_ROD|V_ESBHL_OUTPUT_SUMMARY
HIS.DRUG_PRESC_MASTER,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,4,4,N,A.PATIENT_ID = PMI.PATIENT_ID|PMI.PATIENT_ID = A.PATIENT_ID|T.PATIENT_ID = A.PATIENT_ID,V_EMR_OUTPATIENT_RECIPE|V_EMR_OUTPATIENT_RECIPE_BAK|V_EMR_OUTPATIENT_RECIPE_ITEM|V_ESBHL_CHINESE_MEDI_PRES
HIS.PAT_VISIT,DIRECTOR,HIS.STAFF_DICT,EMP_NO,4,4,N,D.EMP_NO = A.DIRECTOR|SD.EMP_NO = TTT.DIRECTOR,V_EMR_ADMISSION_DEAD_RECORD_TF|V_EMR_HOS_DIFFIC_CASE_DISCUSS|V_EMR_HOS_DND_RECORD|V_ESBHL_INPUT_CASE_FIRP
HIS.PAT_VISIT,PATIENT_ID,SM.MED_ANESTHESIA_PLAN,PATIENT_ID,4,4,N,A.PATIENT_ID = T.PATIENT_ID|A.PATIENT_ID = V.PATIENT_ID|P.PATIENT_ID = E3.PATIENT_ID,V_EMR_ANESTHESIA_RECORD|V_ESBHL_AFT_ANE_VISIT_ROD|V_ESBHL_ANE_PREO_VISIT_ROD|V_ESBHL_ANE_ROD
HIS.PAT_VISIT,VISIT_ID,SM.MED_ANESTHESIA_PLAN,VISIT_ID,4,4,N,A.VISIT_ID = V.VISIT_ID|P.VISIT_ID = E3.VISIT_ID,V_EMR_ANESTHESIA_RECORD|V_ESBHL_AFT_ANE_VISIT_ROD|V_ESBHL_ANE_PREO_VISIT_ROD|V_ESBHL_ANE_ROD
SM.MED_DIAGNOSIS_DICT,DIAGNOSIS_NAME,SM.MED_OPERATION_MASTER,DIAG_BEFORE_OPERATION,4,4,N,A.DIAG_BEFORE_OPERATION = T.DIAGNOSIS_NAME|B.DIAG_BEFORE_OPERATION = C.DIAGNOSIS_NAME|MOM.DIAG_BEFORE_OPERATION = C.DIAGNOSIS_NAME,V_EMR_OPERA_RECORD|V_ESBHL_AFT_ANE_VISIT_ROD|V_ESBHL_ANE_PREO_VISIT_ROD|V_ESBHL_ANE_ROD
CDA.CDA_DICTIONARY,院标名称,HIS.OPERATION,ANAESTHESIA_METHOD,3,3,N,CD.院标名称 = O.ANAESTHESIA_METHOD,V_EMR_ANESTHESIA_RECORD|V_EMR_BOFORE_OPERA_RECORD|V_EMR_HOS_PREOP_DISCUSS
CDA.CDA_DICTIONARY,院标编码,HIS.PAT_MASTER_INDEX,ID_TYPE,3,3,N,ZD.院标编码 = B.ID_TYPE|ZD.院标编码 = PMI.ID_TYPE,V_EMR_ADMISSION_RECORD|V_EMR_OUTPATIENT_RECIPE|V_EMR_OUTPATIENT_REGISTER
CDA.CDA_DICTIONARY,院标编码,HIS.PAT_MASTER_INDEX,RELATIONSHIP,3,3,N,CD.院标编码 = PMI.RELATIONSHIP,V_EMR_INFOR_ANESTHESIA|V_EMR_INFOR_SPEC_EXAM_TREAT|V_EMR_INFOR_TRANS_BLOOD
CDA.CDA_DICTIONARY,院标名称,SM.MED_OPERATION_MASTER,ANESTHESIA_METHOD,3,3,N,CD.院标名称 = B.ANESTHESIA_METHOD|CD.院标名称 = MOM.ANESTHESIA_METHOD,V_EMR_ANESTHESIA_RECORD|V_EMR_HOS_PREOP_DISCUSS|V_EMR_INFOR_ANESTHESIA
HIS.CLINIC_MASTER,CLINIC_NO,HIS.DRUG_PRESC_MASTER,CLINIC_NO,3,3,N,A.CLINIC_NO = D.CLINIC_NO|D.CLINIC_NO = A.CLINIC_NO,V_EMR_OUTPATIENT_RECIPE|V_EMR_OUTPATIENT_RECIPE_BAK|V_EMR_OUTPATIENT_RECIPE_ITEM
HIS.CLINIC_MASTER,DOCTOR,HIS.STAFF_DICT,EMP_NO,3,3,N,AA.EMP_NO = CM.DOCTOR|S.EMP_NO = A.DOCTOR|YG.EMP_NO = A.DOCTOR,PL_SFXMMX|V_BI_MZGH|V_EMR_OUTPATIENT_REGISTER
HIS.DRUG_DICT,DRUG_CODE,HIS.DRUG_PRESC_DETAIL,DRUG_CODE,3,3,N,DD.DRUG_CODE = T.DRUG_CODE|DP.DRUG_CODE = B.DRUG_CODE,V_EMR_OUTPATIENT_RECIPE|V_EMR_OUTPATIENT_RECIPE_BAK|V_EMR_OUTPATIENT_RECIPE_ITEM
HIS.INP_BILL_DETAIL,PATIENT_ID,HIS.PAT_VISIT,PATIENT_ID,3,3,N,A.PATIENT_ID = T.PATIENT_ID|A.PATIENT_ID = V.PATIENT_ID|B.PATIENT_ID = V.PATIENT_ID,V_EMR_CONSUMABLES|V_ESBHL_HIGH_VALUE_ROD|V_ESBHL_TRE_ROD
HIS.INP_BILL_DETAIL,VISIT_ID,HIS.PAT_VISIT,VISIT_ID,3,3,N,A.VISIT_ID = T.VISIT_ID|A.VISIT_ID = V.VISIT_ID|B.VISIT_ID = V.VISIT_ID,V_EMR_CONSUMABLES|V_ESBHL_HIGH_VALUE_ROD|V_ESBHL_TRE_ROD
HIS.OPERATION,OPERATOR,HIS.STAFF_DICT,EMP_NO,3,3,N,SD.EMP_NO = O.OPERATOR|YG.EMP_NO = A.OPERATOR,V_BI_ZYSS|V_EMR_INFOR_OPERATION|V_EMR_OPERA_RECORD
HIS.STAFF_DICT,EMP_NO,SM.MED_OPERATION_MASTER,SURGEON,3,3,N,SD.EMP_NO = A.SURGEON|SD.EMP_NO = MOM.SURGEON|YG.EMP_NO = B.SURGEON,V_EMR_ANESTHESIA_RECORD|V_EMR_OPERATION_NURSING|V_EMR_OPERA_RECORD
SM.MED_ANESTHESIA_EVENT,PATIENT_ID,SM.MED_OPERATION_MASTER,PATIENT_ID,3,3,N,MAE.PATIENT_ID = B.PATIENT_ID|MOM.PATIENT_ID = MAE.PATIENT_ID,CDR_OPERATION_PHARMACY|V_EMR_ANESTHESIA_RECORD|V_EMR_ANES_RECORD_MED
SM.MED_ANESTHESIA_EVENT,VISIT_ID,SM.MED_OPERATION_MASTER,VISIT_ID,3,3,N,MAE.VISIT_ID = B.VISIT_ID|MOM.VISIT_ID = MAE.VISIT_ID,CDR_OPERATION_PHARMACY|V_EMR_ANESTHESIA_RECORD|V_EMR_ANES_RECORD_MED
SM.MED_ANESTHESIA_EVENT,OPER_ID,SM.MED_OPERATION_MASTER,OPER_ID,3,3,N,MAE.OPER_ID = B.OPER_ID|MOM.OPER_ID = MAE.OPER_ID,CDR_OPERATION_PHARMACY|V_EMR_ANESTHESIA_RECORD|V_EMR_ANES_RECORD_MED
YDHL.INPATIENTS,PAT_INDEX_NO,YDHL.MCS_VITAL_INFO,PATIENT_UID,3,3,N,A.PATIENT_UID = I.PAT_INDEX_NO|A.PATIENT_UID = N.PAT_INDEX_NO,V_ESBHL_DYING_NUR_ROD|V_ESBHL_GEN_NUR_ROD|V_ESBHL_VS_MEASURE_ROD
CDA.CDA_DICTIONARY,院标编码,HIS.PAT_MASTER_INDEX,OCCUPATION,2,2,N,ZD.院标编码 = PMI.OCCUPATION,V_EMR_ADMISSION_RECORD|V_EMR_OUTPATIENT_RECORD
CDA.CDA_DICTIONARY,院标名称,SM.MED_ANESTHESIA_PLAN,OPERATION_NAME,2,2,N,CD.院标名称 = E3.OPERATION_NAME|CD.院标名称 = MAP.OPERATION_NAME,V_EMR_BOFORE_OPERA_RECORD|V_EMR_INFOR_ANESTHESIA
HIS.CLINIC_ITEM_DICT,ITEM_CODE,HIS.LAB_TEST_ITEMS,ITEM_CODE,2,2,N,B.ITEM_CODE = LI.ITEM_CODE|CID.ITEM_CODE = LTI.ITEM_CODE,V_EMR_INSPECTION_ALLERGY_TEST|V_EMR_INSPECTION_TEST
HIS.CLINIC_MASTER,PATIENT_ID,HIS.DRUG_PRESC_MASTER,PATIENT_ID,2,2,N,D.PATIENT_ID = A.PATIENT_ID,V_EMR_OUTPATIENT_RECIPE_BAK|V_EMR_OUTPATIENT_RECIPE_ITEM
HIS.CLINIC_MASTER,VISIT_DATE,HIS.OUTP_MR,VISIT_DATE,2,2,N,A.VISIT_DATE = B.VISIT_DATE,V_EMR_OUTPATIENT_DIAG|V_EMR_OUTPATIENT_DIAG_BAK
HIS.CLINIC_MASTER,VISIT_NO,HIS.OUTP_MR,VISIT_NO,2,2,N,A.VISIT_NO = B.VISIT_NO,V_EMR_OUTPATIENT_DIAG|V_EMR_OUTPATIENT_DIAG_BAK
HIS.CLINIC_MASTER,PATIENT_ID,HIS.OUTP_MR,PATIENT_ID,2,2,N,A.PATIENT_ID = B.PATIENT_ID,V_EMR_OUTPATIENT_DIAG|V_EMR_OUTPATIENT_DIAG_BAK
HIS.CLINIC_MASTER,PATIENT_ID,HIS.PAT_MASTER_INDEX,PATIENT_ID,2,2,N,A.PATIENT_ID = B.PATIENT_ID,PAT_VIEW|V_EMR_OUTPATIENT_REGISTER
HIS.DEPT_DICT,DEPT_CODE,HIS.EXAM_MASTER,REQ_DEPT,2,2,N,A.REQ_DEPT = Q.DEPT_CODE|KS.DEPT_CODE = A.REQ_DEPT,V_BI_ZYJCSQ|V_ESBHL_CHECK_ROD
HIS.DEPT_DICT,DEPT_CODE,HIS.INP_BILL_DETAIL,ORDERED_BY,2,2,N,D.DEPT_CODE = A.ORDERED_BY|KS.DEPT_CODE = A.ORDERED_BY,V_BI_ZYYZJE|V_EMR_IN_FEE_INFO_CHILD
HIS.DEPT_DICT,DEPT_CODE,HIS.LAB_TEST_MASTER,ORDERING_DEPT,2,2,N,D.DEPT_CODE = A.ORDERING_DEPT|KS.DEPT_CODE = A.ORDERING_DEPT,V_BI_ZYJYSQ|V_ESBHL_INSPECTION_ROD
HIS.DEPT_DICT,DEPT_CODE,HIS.ORDERS,ORDERING_DEPT,2,2,N,KS.DEPT_CODE = A.ORDERING_DEPT|KS.DEPT_CODE = T.ORDERING_DEPT,V_BI_ZYYZ|V_EMR_DOC_ORDER_CHECK
HIS.DEPT_DICT,DEPT_CODE,HIS.PATS_IN_HOSPITAL,DEPT_CODE,2,2,N,A.DEPT_CODE = KS.DEPT_CODE|A.DEPT_CODE = T.DEPT_CODE,CDR_ADMISSION_INFO|INPAT_LIST
HIS.DRUG_DICT,DRUG_SPEC,HIS.DRUG_PRESC_DETAIL,DRUG_SPEC,2,2,N,DD.DRUG_SPEC = T.DRUG_SPEC,V_EMR_OUTPATIENT_RECIPE_BAK|V_EMR_OUTPATIENT_RECIPE_ITEM
HIS.DRUG_PRESC_DETAIL,PRESC_DATE,HIS.DRUG_PRESC_MASTER,PRESC_DATE,2,2,N,T.PRESC_DATE = A.PRESC_DATE,V_EMR_OUTPATIENT_RECIPE_BAK|V_EMR_OUTPATIENT_RECIPE_ITEM
HIS.DRUG_PRESC_DETAIL,PRESC_NO,HIS.DRUG_PRESC_MASTER,PRESC_NO,2,2,N,T.PRESC_NO = A.PRESC_NO,V_EMR_OUTPATIENT_RECIPE_BAK|V_EMR_OUTPATIENT_RECIPE_ITEM
HIS.DRUG_PRESC_DETAIL,DRUG_CODE,HIS.DRUG_PRICE_LIST,DRUG_CODE,2,2,N,PL.DRUG_CODE = T.DRUG_CODE,V_EMR_OUTPATIENT_RECIPE_BAK|V_EMR_OUTPATIENT_RECIPE_ITEM
HIS.DRUG_PRESC_DETAIL,FIRM_ID,HIS.DRUG_PRICE_LIST,FIRM_ID,2,2,N,PL.FIRM_ID = T.FIRM_ID,V_EMR_OUTPATIENT_RECIPE_BAK|V_EMR_OUTPATIENT_RECIPE_ITEM
