view,schema,table,alias
EMR_DISCHARGE_RECORD_DIAGNOSIS,UNKNOWN,DOC_REGISTER_EMP_MATCH,YG
EMR_DISCHARGE_RECORD_DIAGNOSIS,HIS,DIAGNOSIS,T
EMR_DISCHARGE_RECORD_DIAGNOSIS,HIS,PAT_VISIT,T1
EMR_DISCHARGE_RECORD_DIAGNOSIS,HIS,PAT_MASTER_INDEX,T2
EMR_DISCHARGE_RECORD_DIAGNOSIS,CDA,CDA_DICTIONARY,CDA_DICTIONARY
EMR_HOS_CHANGE_MAJOR_RECORD,HIS,DEPT_DICT,DD
EMR_HOS_CHANGE_MAJOR_RECORD,HIS,ADT_LOG,A
EMR_HOS_CHANGE_MAJOR_RECORD,HIS,STAFF_DICT,SD
EMR_HOS_CHANGE_MAJOR_RECORD,MTL,EPR_INPATIENT_DOCINDEX,T
EMR_HOS_CHANGE_MAJOR_RECORD,HIS,PAT_MASTER_INDEX,TT
EMR_HOS_CHANGE_MAJOR_RECORD,HIS,PAT_VISIT,PV
EMR_HOS_CHANGE_MAJOR_RECORD,MTL,EPR_INPATIENT,T1
EMR_HOS_CHANGE_MAJOR_RECORD,MTL,EMRSD42,T3
EMR_HOS_CHANGE_MAJOR_RECORD,MTL,EMRSD_CONTENT,T4
EMR_HOS_CHANGE_MAJOR_RECORD,HIS,DIAGNOSIS,D
EXAM_REPORT,PACS,EXAMINFO,PEI
EXAM_REPORT,PACS,PATIENTINFO,PPI
EXAM_REPORT,PACS,PROCEDURESTEPINFO,PPS
EXAM_REPORT,PACS,PROCEDUREINFO,PP
EXAM_REPORT,PACS,REPORT,PR
INPAT_LIST,HIS,DEPT_DICT,KS
INPAT_LIST,HIS,PATS_IN_HOSPITAL,A
INPAT_LIST,HIS,PAT_MASTER_INDEX,B
INP_INFO114,HIS,ORDERS,HL
INP_INFO114,HIS,STAFF_DICT,SD
INP_INFO114,HIS,STAFF_DICT,YG
INP_INFO114,HIS,PATS_IN_HOSPITAL,A
INP_INFO114,HIS,PAT_MASTER_INDEX,B
INP_INFO114,HIS,PAT_VISIT,C
INP_INFO114,YDHL,MCS_DOC_FORM,A
INP_INFO114,YDHL,MCS_PATIENT_ALLERY_HISTORY,A
JC_DETAIL,HIS,ORDERS,A
JC_DETAIL,HIS,STAFF_DICT,Y
JC_DETAIL,PACS,EXAMINFO,PE
JC_DETAIL,HIS,STAFF_DICT,A
JC_DETAIL,MDK,BHOSCHECKES,BH
JC_DETAIL,NJ,BHOSCHECKUS,BH
JC_DETAIL,XD,STUDY_TBL,ST
JC_DETAIL,XD,REPORT_TBL,RT
JY_DETAIL,HIS,ORDERS,A
JY_DETAIL,HIS,STAFF_DICT,A
JY_DETAIL,LIS,VIEW_PTBH,A1
KFY_DETAIL,HIS,STAFF_DICT,Y
KFY_DETAIL,HIS,ORDERS,A
KFY_DETAIL,HIS,DRUG_DISPENSE_REC,DRUG_DISPENSE_REC
KFY_DETAIL,HIS,DRUG_DISPENSE_REC_MASTER,DRUG_DISPENSE_REC_MASTER
KFY_DETAIL,HIS,INP_BILL_DETAIL,A
LAB_REPORT,LIS,LAB_REPORT,LAB
LAB_REPORT,LIS,LAB_RESULT,LAR
LAB_REPORT,HIS,DEPT_DICT,HIS
PAT_VIEW,HIS,DEPT_DICT,KS
PAT_VIEW,HIS,PATS_IN_HOSPITAL,P
PAT_VIEW,HIS,BEDPATS_IN_HOSPITAL,CW
PAT_VIEW,HIS,PAT_VISIT,T
PAT_VIEW,HIS,PAT_MASTER_INDEX,SS
PAT_VIEW,HIS,CLINIC_MASTER,A
PAT_VIEW,HIS,PAT_MASTER_INDEX,B
PL_SFXMMX,HIS,DEPT_DICT,DEPT_DICT
PL_SFXMMX,HIS,STAFF_DICT,SD
PL_SFXMMX,HIS,STAFF_DICT,T
PL_SFXMMX,HIS,DOCTOR_GROUP,DDD
PL_SFXMMX,HIS,STAFF_GROUP_DICT,EEE
PL_SFXMMX,HIS,STAFF_GROUP_DICT,S
PL_SFXMMX,HIS,RECK_ITEM_CLASS_DICT,R
PL_SFXMMX,HIS,DOCTOR_GROUP,BB
PL_SFXMMX,HIS,STAFF_GROUP_DICT,CCC
PL_SFXMMX,HIS,PAT_MASTER_INDEX,E
PL_SFXMMX,HIS,INP_BILL_DETAIL,A
PL_SFXMMX,HIS,STAFF_DICT,AA
PL_SFXMMX,HIS,DEPT_DICT,BB
PL_SFXMMX,HIS,DOCTOR_GROUP,TT
PL_SFXMMX,HIS,STAFF_GROUP_DICT,R
PL_SFXMMX,HIS,DOCTOR_GROUP,S
PL_SFXMMX,HIS,OUTP_BILL_ITEMS,AA
PL_SFXMMX,HIS,CLINIC_MASTER,CM
PL_TJFBZD,TJ,TJLB,A
PL_TJXMZD,TJ,SFXM,A
SM_HZSJ,SM,MED_OPERATION_MASTER,B
SM_HZSJ,HIS,PAT_MASTER_INDEX,A
TJZRBL,MTL,EPR_INPATIENT_DOCINDEX,EID
TJZRBL,MTL,EPR_INPATIENT,EI
TJZRBL,MTL,EMRSD_CONTENT,EC
TJZRBL,HIS,EXAM_MASTER,EM
TJZRBL,HIS,EXAM_REPORT,ER
T_ESBHL_VAGINAL_DEL_ROD,YDHL,MCS_DOC_FORM,WSFL
T_ESBHL_VAGINAL_DEL_ROD,YDHL,INPATIENTS,YDZD
T_ESBHL_VAGINAL_DEL_ROD,YDHL,MCS_DOC_FORM_RECORDS,R
V_AI_ZKUSER,UNKNOWN,AI_ZK_MED_USER_DICT,T
V_AI_ZKUSER,HIS,STAFF_DICT,A
V_AI_ZKUSER,UNKNOWN,V_DEPTWARD,B
V_AI_ZKUSER,UNKNOWN,V_DEPTWARD,C
V_BI_MZGH,HIS,STAFF_DICT,YG
V_BI_MZGH,HIS,DEPT_DICT,KS
V_BI_MZGH,HIS,CLINIC_MASTER,A
V_BI_ZYJCSQ,HIS,STAFF_DICT,YG
V_BI_ZYJCSQ,HIS,DEPT_DICT,KS
V_BI_ZYJCSQ,HIS,EXAM_MASTER,A
V_BI_ZYJYSQ,HIS,STAFF_DICT,YG
V_BI_ZYJYSQ,HIS,DEPT_DICT,KS
V_BI_ZYJYSQ,HIS,LAB_TEST_MASTER,A
V_BI_ZYSS,HIS,STAFF_DICT,YG
V_BI_ZYSS,HIS,DEPT_DICT,KS
V_BI_ZYSS,HIS,OPERATION,A
V_BI_ZYSS,HIS,PAT_VISIT,B
V_BI_ZYYZ,HIS,STAFF_DICT,YG
V_BI_ZYYZ,HIS,DEPT_DICT,KS
V_BI_ZYYZ,HIS,ORDERS,A
V_BI_ZYYZJE,HIS,STAFF_DICT,YG
V_BI_ZYYZJE,HIS,DEPT_DICT,KS
V_BI_ZYYZJE,HIS,INP_BILL_DETAIL,A
V_DEPTWARD,HIS,DEPT_VS_WARD,A
V_DEPTWARD,HIS,DEPT_DICT,B
V_DEPTWARD,HIS,DEPT_DICT,C
V_EMR_ADMISSION_DEAD_RECORD_TF,HIS,STAFF_DICT,SD
V_EMR_ADMISSION_DEAD_RECORD_TF,MTL,EPR_INPATIENT_DOCINDEX,T
V_EMR_ADMISSION_DEAD_RECORD_TF,MTL,EPR_INPATIENT,T1
V_EMR_ADMISSION_DEAD_RECORD_TF,MTL,EMRSD36,T3
V_EMR_ADMISSION_DEAD_RECORD_TF,MTL,EMRSD_CONTENT,T4
V_EMR_ADMISSION_DEAD_RECORD_TF,HIS,PAT_MASTER_INDEX,TT
V_EMR_ADMISSION_DEAD_RECORD_TF,HIS,PAT_VISIT,TTT
V_EMR_ADMISSION_DEAD_RECORD_TF,UNKNOWN,V_EMR_ADMISSION_RECORD,AR
V_EMR_ADMISSION_DEAD_RECORD_TF,HIS,DIAGNOSIS,D2
V_EMR_ADMISSION_DEAD_RECORD_TF,HIS,DIAGNOSIS,D1
V_EMR_ADMISSION_DEAD_RECORD_TF,HIS,DIAGNOSIS,DD
V_EMR_ADMISSION_DEAD_RECORD_TF,HIS,ORDERS,SW
V_EMR_ADMISSION_DIAGNOSIS,HIS,STAFF_DICT,YG
V_EMR_ADMISSION_DIAGNOSIS,HIS,DEPT_DICT,KS
V_EMR_ADMISSION_DIAGNOSIS,UNKNOWN,DOC_REGISTER_EMP_MATCH,YG
V_EMR_ADMISSION_DIAGNOSIS,HIS,DIAGNOSIS,T
V_EMR_ADMISSION_DIAGNOSIS,HIS,PAT_VISIT,T1
V_EMR_ADMISSION_DIAGNOSIS,HIS,PAT_MASTER_INDEX,T2
V_EMR_ADMISSION_DIAGNOSIS,CDA,CDA_DICTIONARY,CDA_DICTIONARY
V_EMR_ADMISSION_RECORD,CDA,CDA_DICTIONARY,ZD
V_EMR_ADMISSION_RECORD,HIS,DEPT_DICT,DEPT_DICT
V_EMR_ADMISSION_RECORD,HIS,DEPT_DICT,KS
V_EMR_ADMISSION_RECORD,HIS,STAFF_DICT,YG
V_EMR_ADMISSION_RECORD,HIS,PATS_IN_HOSPITAL,AA
V_EMR_ADMISSION_RECORD,HIS,STAFF_DICT,E
V_EMR_ADMISSION_RECORD,HIS,PAT_VISIT,T
V_EMR_ADMISSION_RECORD,HIS,PAT_MASTER_INDEX,PMI
V_EMR_ADMISSION_RECORD,MTL,EPR_INPATIENT_DOCINDEX,TT
V_EMR_ADMISSION_RECORD,MTL,EPR_INPATIENT,T1
V_EMR_ADMISSION_RECORD,MTL,EMRSD34,T3
V_EMR_ADMISSION_RECORD,MTL,EMRSD_CONTENT,T4
V_EMR_ADMISSION_RECORD_EXAM,UNKNOWN,CDA_EXAM_ITEM_MAP,M
V_EMR_ADMISSION_RECORD_EXAM,HIS,EXAM_MASTER,T
V_EMR_ADMISSION_RECORD_EXAM,HIS,EXAM_ITEMS,T1
V_EMR_ADMISSION_RECORD_EXAM,HIS,PAT_VISIT,PV
V_EMR_ADMISSION_RECORD_EXAM,HIS,EXAM_REPORT,R
V_EMR_ANESTHESIA_RECORD,HIS,DEPT_DICT,HD
V_EMR_ANESTHESIA_RECORD,CDA,CDA_DICTIONARY,CD
V_EMR_ANESTHESIA_RECORD,HIS,STAFF_DICT,YG
V_EMR_ANESTHESIA_RECORD,SM,MED_ANESTHESIA_EVENT,MAE
V_EMR_ANESTHESIA_RECORD,SM,MED_CUSTOM_DATA,SQ
V_EMR_ANESTHESIA_RECORD,HIS,STAFF_DICT,SD
V_EMR_ANESTHESIA_RECORD,SM,MED_OPERATION_MASTER,B
V_EMR_ANESTHESIA_RECORD,SM,MED_ANESTHESIA_PLAN,A
V_EMR_ANESTHESIA_RECORD,HIS,OPERATION,O
V_EMR_ANESTHESIA_RECORD,HIS,PAT_VISIT,V
V_EMR_ANESTHESIA_RECORD,HIS,PAT_MASTER_INDEX,PMI
V_EMR_ANESTHESIA_RECORD,HIS,DIAGNOSIS,D
V_EMR_ANES_AFTER_RECORD,HIS,DEPT_DICT,DEPT_DICT
V_EMR_ANES_AFTER_RECORD,CDA,CDA_DICTIONARY,CD
V_EMR_ANES_AFTER_RECORD,HIS,STAFF_DICT,SD
V_EMR_ANES_AFTER_RECORD,SM,MED_OPERATION_MASTER,A
V_EMR_ANES_AFTER_RECORD,SM,MED_OPERATION_SCHEDULE,A1
V_EMR_ANES_AFTER_RECORD,SM,MED_PAT_MASTER_INDEX,B
V_EMR_ANES_AFTER_RECORD,SM,MED_ANESTHESIA_PLAN,E3
V_EMR_ANES_AFTER_RECORD,HIS,OPERATION,O
V_EMR_ANES_AFTER_RECORD,HIS,PAT_VISIT,P
V_EMR_ANES_AFTER_RECORD,HIS,PAT_MASTER_INDEX,PMI
V_EMR_ANES_AFTER_RECORD,HIS,DIAGNOSIS,D
V_EMR_ANES_AFTER_RECORD,SM,MED_CUSTOM_DATA,SH
V_EMR_ANES_RECORD_BLOOD,SM,MED_OPERATION_MASTER,UNPIVOT
V_EMR_ANES_RECORD_BLOOD,HIS,PAT_VISIT,V
V_EMR_ANES_RECORD_MED,SM,MED_OPERATION_MASTER,B
V_EMR_ANES_RECORD_MED,SM,MED_ANESTHESIA_EVENT,MAE
V_EMR_ANES_RECORD_MED,HIS,PAT_VISIT,V
V_EMR_BOFORE_OPERA_RECORD,HIS,DEPT_DICT,HD
V_EMR_BOFORE_OPERA_RECORD,CDA,CDA_DICTIONARY,CD
V_EMR_BOFORE_OPERA_RECORD,SM,MED_CUSTOM_DATA,SQ
V_EMR_BOFORE_OPERA_RECORD,CDA,CDA_DICTIONARY,ZD
V_EMR_BOFORE_OPERA_RECORD,HIS,STAFF_DICT,SD
V_EMR_BOFORE_OPERA_RECORD,SM,MED_OPERATION_MASTER,A
V_EMR_BOFORE_OPERA_RECORD,SM,MED_OPERATION_SCHEDULE,A1
V_EMR_BOFORE_OPERA_RECORD,SM,MED_PAT_MASTER_INDEX,B
V_EMR_BOFORE_OPERA_RECORD,SM,MED_ANESTHESIA_PLAN,E3
V_EMR_BOFORE_OPERA_RECORD,SM,MED_EMR_ARCHIVE_DETIAL,MED_EMR_ARCHIVE_DETIAL
V_EMR_BOFORE_OPERA_RECORD,HIS,OPERATION,O
V_EMR_BOFORE_OPERA_RECORD,HIS,PAT_VISIT,P
V_EMR_BOFORE_OPERA_RECORD,HIS,PAT_MASTER_INDEX,PMI
V_EMR_BOFORE_OPERA_RECORD,HIS,DIAGNOSIS,D
V_EMR_CONSUMABLES,HIS,INP_BILL_DETAIL,B
V_EMR_CONSUMABLES,HIS,PAT_MASTER_INDEX,P
V_EMR_CONSUMABLES,HIS,PAT_VISIT,V
V_EMR_CONSUMABLES,HIS,DEPT_DICT,D
V_EMR_DEATH_RECORD,HIS,DEPT_DICT,DD
V_EMR_DEATH_RECORD,CDA,CDA_DICTIONARY,CD
V_EMR_DEATH_RECORD,HIS,STAFF_DICT,SD
V_EMR_DEATH_RECORD,MTL,EPR_INPATIENT_DOCINDEX,T
V_EMR_DEATH_RECORD,MTL,EPR_INPATIENT,T1
V_EMR_DEATH_RECORD,HIS,PAT_MASTER_INDEX,PMI
V_EMR_DEATH_RECORD,HIS,PAT_VISIT,PV
V_EMR_DEATH_RECORD,HIS,DIAGNOSIS,D
V_EMR_DISCHARGE_RECORD,HIS,DEPT_DICT,KS
V_EMR_DISCHARGE_RECORD,CDA,CDA_DICTIONARY,ZD
V_EMR_DISCHARGE_RECORD,HIS,STAFF_DICT,SD
V_EMR_DISCHARGE_RECORD,HIS,STAFF_DICT,YG
V_EMR_DISCHARGE_RECORD,HIS,PATS_IN_HOSPITAL,AA
V_EMR_DISCHARGE_RECORD,UNKNOWN,DOC_REGISTER_EMP_MATCH,YG
V_EMR_DISCHARGE_RECORD,HIS,PAT_VISIT,T
V_EMR_DISCHARGE_RECORD,HIS,PAT_MASTER_INDEX,T1
V_EMR_DISCHARGE_RECORD,HIS,DIAGNOSIS,T2
V_EMR_DISCHARGE_RECORD,CDA,CDA_DICTIONARY,CDA_DICTIONARY
V_EMR_DISCHARGE_RECORD,MTL,EPR_INPATIENT_DOCINDEX,T3
V_EMR_DISCHARGE_RECORD,MTL,EPR_INPATIENT,T4
V_EMR_DISCHARGE_RECORD,MTL,EMRSD_CONTENT,T5
V_EMR_DOC_ORDER_CHECK,HIS,DEPT_DICT,KS
V_EMR_DOC_ORDER_CHECK,HIS,STAFF_DICT,SD
V_EMR_DOC_ORDER_CHECK,CDA,CDA_DICTIONARY,CD
V_EMR_DOC_ORDER_CHECK,UNKNOWN,DOC_REGISTER_EMP_MATCH,YG
V_EMR_DOC_ORDER_CHECK,HIS,ORDERS,T
V_EMR_DOC_ORDER_CHECK,HIS,PAT_MASTER_INDEX,T2
V_EMR_DOC_ORDER_CHECK,HIS,PAT_VISIT,PV
V_EMR_DOC_ORDER_DRUG,CDA,CDA_DICTIONARY,CD
V_EMR_DOC_ORDER_DRUG,UNKNOWN,DRUG_STANDARD_DICT,DRUG_STANDARD_DICT
V_EMR_DOC_ORDER_DRUG,UNKNOWN,CDA_VALUE_DOMAIN_MAP,T
V_EMR_DOC_ORDER_DRUG,PORTAL_USER,PORTAL_SYS_DICT,P
V_EMR_DOC_ORDER_DRUG,CDA,CDA_DICTIONARY,ZD
V_EMR_DOC_ORDER_DRUG,HIS,DEPT_DICT,KS
V_EMR_DOC_ORDER_DRUG,HIS,STAFF_DICT,SD
V_EMR_DOC_ORDER_DRUG,UNKNOWN,DOC_REGISTER_EMP_MATCH,YG
V_EMR_DOC_ORDER_DRUG,HIS,ORDERS,O
V_EMR_DOC_ORDER_DRUG,HIS,DRUG_DICT,D
V_EMR_DOC_ORDER_DRUG,HIS,PAT_MASTER_INDEX,T2
V_EMR_DOC_ORDER_DRUG,HIS,MED_DICT_BASEINFO,M
V_EMR_DOC_ORDER_DRUG,HIS,PAT_VISIT,PV
V_EMR_HOS_CHANGE_MAJOR_RECORD,HIS,DEPT_DICT,DD
V_EMR_HOS_CHANGE_MAJOR_RECORD,HIS,ADT_LOG,A
V_EMR_HOS_CHANGE_MAJOR_RECORD,HIS,STAFF_DICT,SD
V_EMR_HOS_CHANGE_MAJOR_RECORD,MTL,EPR_INPATIENT_DOCINDEX,T
V_EMR_HOS_CHANGE_MAJOR_RECORD,HIS,PAT_MASTER_INDEX,TT
V_EMR_HOS_CHANGE_MAJOR_RECORD,HIS,PAT_VISIT,PV
V_EMR_HOS_CHANGE_MAJOR_RECORD,MTL,EPR_INPATIENT,T1
V_EMR_HOS_CHANGE_MAJOR_RECORD,MTL,EMRSD42,T3
V_EMR_HOS_CHANGE_MAJOR_RECORD,MTL,EMRSD_CONTENT,T4
V_EMR_HOS_CHANGE_MAJOR_RECORD,HIS,DIAGNOSIS,D
V_EMR_HOS_CONSUL_RECORD,HIS,DEPT_DICT,KS
V_EMR_HOS_CONSUL_RECORD,HIS,STAFF_DICT,YG
V_EMR_HOS_CONSUL_RECORD,HIS,CONSULTATION_DOCTOR_MASTER,T
V_EMR_HOS_CONSUL_RECORD,HIS,CONSULTATION_DOCTOR_DETAIL,T1
V_EMR_HOS_CONSUL_RECORD,HIS,PAT_VISIT,T2
V_EMR_HOS_DIFFIC_CASE_DISCUSS,HIS,DEPT_DICT,KS
V_EMR_HOS_DIFFIC_CASE_DISCUSS,HIS,STAFF_DICT,SD
V_EMR_HOS_DIFFIC_CASE_DISCUSS,MTL,EPR_INPATIENT_DOCINDEX,T
V_EMR_HOS_DIFFIC_CASE_DISCUSS,HIS,PAT_MASTER_INDEX,TT
V_EMR_HOS_DIFFIC_CASE_DISCUSS,HIS,PAT_VISIT,TTT
V_EMR_HOS_DIFFIC_CASE_DISCUSS,MTL,EPR_INPATIENT,T1
V_EMR_HOS_DIFFIC_CASE_DISCUSS,MTL,EMRSD40,T3
V_EMR_HOS_DIFFIC_CASE_DISCUSS,MTL,EMRSD_CONTENT,T4
V_EMR_HOS_DND_RECORD,HIS,DEPT_DICT,KS
V_EMR_HOS_DND_RECORD,CDA,CDA_DICTIONARY,CD
V_EMR_HOS_DND_RECORD,HIS,STAFF_DICT,SD
V_EMR_HOS_DND_RECORD,MTL,EPR_INPATIENT_DOCINDEX,T
V_EMR_HOS_DND_RECORD,MTL,EPR_INPATIENT,T1
V_EMR_HOS_DND_RECORD,MTL,EMRSD51,T3
V_EMR_HOS_DND_RECORD,MTL,EMRSD_CONTENT,T4
V_EMR_HOS_DND_RECORD,HIS,PAT_MASTER_INDEX,TT
V_EMR_HOS_DND_RECORD,HIS,PAT_VISIT,TTT
V_EMR_HOS_DND_RECORD,HIS,DIAGNOSIS,DDD
V_EMR_HOS_DND_RECORD,HIS,DIAGNOSIS,DDDD
V_EMR_HOS_POSTOPER_RECORD,HIS,DEPT_DICT,KS
