view,schema,table,alias
V_EMR_OUTPATIENT_RECORD,HIS,OUTP_RCPT_MASTER,R
V_EMR_OUTPATIENT_RECORD,HIS,OUTP_MR_DIAG_DESC,D
V_EMR_OUTPATIENT_RECORD,CDA,CDA_DICTIONARY,CD
V_EMR_OUTPATIENT_REGISTER,CDA,CDA_DICTIONARY,ZD
V_EMR_OUTPATIENT_REGISTER,UNKNOWN,MUNICIPAL_DICT,PD
V_EMR_OUTPATIENT_REGISTER,UNKNOWN,MUNICIPAL_DICT,MD
V_EMR_OUTPATIENT_REGISTER,UNKNOWN,MUNICIPAL_DICT,DD
V_EMR_OUTPATIENT_REGISTER,HIS,DEPT_DICT,DEPT
V_EMR_OUTPATIENT_REGISTER,HIS,STAFF_DICT,S
V_EMR_OUTPATIENT_REGISTER,SHUNNENG,APPOINTINFOVIEW,AA
V_EMR_OUTPATIENT_REGISTER,HIS,CLINIC_MASTER,X
V_EMR_OUTPATIENT_REGISTER,HIS,CLINIC_MASTER,A
V_EMR_OUTPATIENT_REGISTER,HIS,PAT_MASTER_INDEX,B
V_EMR_OUT_FEE_INFO_CHILD,UNKNOWN,CDA_VALUE_DOMAIN_MAP,E
V_EMR_OUT_FEE_INFO_CHILD,HIS,STAFF_DICT,S
V_EMR_OUT_FEE_INFO_CHILD,HIS,OUTP_RCPT_MASTER,A
V_EMR_OUT_FEE_INFO_CHILD,HIS,OUTP_BILL_ITEMS,B
V_EMR_OUT_FEE_INFO_CHILD,HIS,OUTP_ORDER_DESC,OD
V_EMR_OUT_FEE_INFO_CHILD,HIS,OUTP_TREAT_REC,TR
V_EMR_OUT_FEE_INFO_CHILD,HIS,OUTP_PRESC_T,PT
V_EMR_OUT_FEE_INFO_CHILD,HIS,DEPT_DICT,D
V_EMR_OUT_FEE_INFO_CHILD,HIS,PAT_MASTER_INDEX,E
V_EMR_OUT_FEE_INFO_CHILD,HIS,PRICE_LIST,PL
V_EMR_OUT_FEE_INFO_MAIN,HIS,PAT_MASTER_INDEX,A
V_EMR_OUT_FEE_INFO_MAIN,HIS,OUTP_RCPT_MASTER,B
V_EMR_OUT_FEE_INFO_MAIN,HIS,OUTP_ORDER_DESC,OD
V_EMR_OUT_FEE_INFO_MAIN,HIS,PRICE_LIST,PL
V_EMR_OUT_FEE_INFO_MAIN,HIS,OUTP_BILL_ITEMS,OBI
V_EMR_OUT_FEE_INFO_MAIN,HIS,OUTP_RCPT_MASTER,RM
V_EMR_OUT_FEE_INFO_MAIN,HIS,OUTP_PAYMENTS_MONEY,P
V_EMR_REFERRAL_HOS_RECORD,HIS,ADT_LOG,B
V_EMR_REFERRAL_HOS_RECORD,HIS,STAFF_DICT,YG
V_EMR_REFERRAL_HOS_RECORD,HIS,DIAGNOSIS,C
V_EMR_REFERRAL_HOS_RECORD,HIS,OPERATION,C
V_EMR_REFERRAL_HOS_RECORD,HIS,DEPT_DICT,KS
V_EMR_REFERRAL_HOS_RECORD,HIS,PAT_VISIT,A
V_ESBHL_AFT_ANE_VISIT_ROD,HIS,PAT_MASTER_INDEX,V
V_ESBHL_AFT_ANE_VISIT_ROD,HIS,PAT_MASTER_INDEX,R
V_ESBHL_AFT_ANE_VISIT_ROD,HIS,PAT_VISIT,V
V_ESBHL_AFT_ANE_VISIT_ROD,HIS,PAT_VISIT,P
V_ESBHL_AFT_ANE_VISIT_ROD,SM,MED_OPERATION_MASTER,A
V_ESBHL_AFT_ANE_VISIT_ROD,SM,MED_OPERATION_SCHEDULE,A1
V_ESBHL_AFT_ANE_VISIT_ROD,SM,MED_PAT_MASTER_INDEX,B
V_ESBHL_AFT_ANE_VISIT_ROD,SM,MED_ANESTHESIA_PLAN,E3
V_ESBHL_AFT_ANE_VISIT_ROD,SM,MED_EMR_ARCHIVE_DETIAL,F2
V_ESBHL_AFT_ANE_VISIT_ROD,SM,MED_DIAGNOSIS_DICT,T
V_ESBHL_ANE_PREO_VISIT_ROD,HIS,PAT_MASTER_INDEX,V
V_ESBHL_ANE_PREO_VISIT_ROD,HIS,PAT_MASTER_INDEX,R
V_ESBHL_ANE_PREO_VISIT_ROD,HIS,PAT_VISIT,V
V_ESBHL_ANE_PREO_VISIT_ROD,HIS,PAT_VISIT,P
V_ESBHL_ANE_PREO_VISIT_ROD,SM,MED_OPERATION_MASTER,A
V_ESBHL_ANE_PREO_VISIT_ROD,SM,MED_OPERATION_SCHEDULE,A1
V_ESBHL_ANE_PREO_VISIT_ROD,SM,MED_PAT_MASTER_INDEX,B
V_ESBHL_ANE_PREO_VISIT_ROD,SM,MED_ANESTHESIA_PLAN,E3
V_ESBHL_ANE_PREO_VISIT_ROD,SM,MED_EMR_ARCHIVE_DETIAL,F2
V_ESBHL_ANE_PREO_VISIT_ROD,SM,MED_DIAGNOSIS_DICT,T
V_ESBHL_ANE_ROD,HIS,PAT_VISIT,T
V_ESBHL_ANE_ROD,HIS,PAT_MASTER_INDEX,V
V_ESBHL_ANE_ROD,HIS,PAT_MASTER_INDEX,R
V_ESBHL_ANE_ROD,HIS,PAT_VISIT,V
V_ESBHL_ANE_ROD,HIS,PAT_VISIT,P
V_ESBHL_ANE_ROD,SM,MED_ANESTHESIA_PLAN,A
V_ESBHL_ANE_ROD,SM,MED_OPERATION_MASTER,B
V_ESBHL_ANE_ROD,SM,MED_DIAGNOSIS_DICT,C
V_ESBHL_CHECK_ROD,HIS,PAT_MASTER_INDEX,I
V_ESBHL_CHECK_ROD,HIS,PAT_MASTER_INDEX,R
V_ESBHL_CHECK_ROD,HIS,STAFF_DICT,Y
V_ESBHL_CHECK_ROD,HIS,STAFF_DICT,D
V_ESBHL_CHECK_ROD,HIS,DEPT_DICT,Q
V_ESBHL_CHECK_ROD,HIS,PAT_VISIT,T
V_ESBHL_CHECK_ROD,HIS,EXAM_MASTER,A
V_ESBHL_CHECK_ROD,HIS,DIAGNOSIS,H
V_ESBHL_CHECK_ROD,HIS,OPERATION,O
V_ESBHL_CHINESE_MEDI_PRES,HIS,PAT_MASTER_INDEX,T
V_ESBHL_CHINESE_MEDI_PRES,HIS,PAT_MASTER_INDEX,M
V_ESBHL_CHINESE_MEDI_PRES,HIS,DRUG_DICT,P
V_ESBHL_CHINESE_MEDI_PRES,HIS,DRUG_PRESC_MASTER,A
V_ESBHL_DYING_NUR_ROD,HIS,PAT_MASTER_INDEX,T
V_ESBHL_DYING_NUR_ROD,YDHL,MCS_MSYS_NURSINGLEVEL_CONF,B
V_ESBHL_DYING_NUR_ROD,YDHL,MCS_VITAL_INFO,A
V_ESBHL_DYING_NUR_ROD,HIS,DIAGNOSIS,H
V_ESBHL_DYING_NUR_ROD,YDHL,INPATIENTS,N
V_ESBHL_GEN_NUR_ROD,HIS,PAT_MASTER_INDEX,T
V_ESBHL_GEN_NUR_ROD,YDHL,INPATIENTS,I
V_ESBHL_GEN_NUR_ROD,YDHL,INPATIENTS,N
V_ESBHL_GEN_NUR_ROD,YDHL,MCS_VITAL_INFO,A
V_ESBHL_GEN_NUR_ROD,HIS,DIAGNOSIS,H
V_ESBHL_HIGH_VALUE_ROD,HIS,PAT_MASTER_INDEX,T
V_ESBHL_HIGH_VALUE_ROD,HIS,PAT_VISIT,V
V_ESBHL_HIGH_VALUE_ROD,HIS,INP_BILL_DETAIL,A
V_ESBHL_HIGH_VALUE_ROD,HIS,EXP_DICT_ZZD,D
V_ESBHL_HIGH_VALUE_ROD,HIS,DIAGNOSIS,I
V_ESBHL_INPUT_CASE_FIRP,HIS,MARITAL_STATUS_DICT,M
V_ESBHL_INPUT_CASE_FIRP,HIS,NATION_DICT,I
V_ESBHL_INPUT_CASE_FIRP,HIS,COUNTRY_DICT,I
V_ESBHL_INPUT_CASE_FIRP,HIS,OCCUPATION_DICT,D
V_ESBHL_INPUT_CASE_FIRP,HIS,STAFF_DICT,D
V_ESBHL_INPUT_CASE_FIRP,HIS,RELATIONSHIP_DICT,B
V_ESBHL_INPUT_CASE_FIRP,HIS,PATIENT_CLASS_DICT,L
V_ESBHL_INPUT_CASE_FIRP,HIS,DEPT_DICT,U
V_ESBHL_INPUT_CASE_FIRP,HIS,DIAGNOSIS,E
V_ESBHL_INPUT_CASE_FIRP,HIS,DIAGNOSIS,A
V_ESBHL_INPUT_CASE_FIRP,HIS,DISCHARGE_DISPOSITION_DICT,G
V_ESBHL_INPUT_CASE_FIRP,HIS,BLOOD_TYPE_DICT,F
V_ESBHL_INPUT_CASE_FIRP,HIS,OPERATION,O
V_ESBHL_INPUT_CASE_FIRP,HIS,STAFF_DICT,F
V_ESBHL_INPUT_CASE_FIRP,HIS,PAT_VISIT,A
V_ESBHL_INPUT_OUTPUT_ROD,YDHL,MCS_DOC_INOUT,A
V_ESBHL_INPUT_ROD,HIS,STAFF_DICT,T
V_ESBHL_INPUT_ROD,HIS,DEPT_DICT,D
V_ESBHL_INPUT_ROD,MTL,EPR_INPATIENT_DOCINDEX,T
V_ESBHL_INPUT_ROD,MTL,EPR_INPATIENT,T1
V_ESBHL_INPUT_ROD,MTL,EMRSD34,T3
V_ESBHL_INPUT_ROD,HIS,PAT_MASTER_INDEX,PMI
V_ESBHL_INPUT_ROD,HIS,PAT_VISIT,PV
V_ESBHL_INSPECTION_ROD,HIS,PAT_VISIT,T
V_ESBHL_INSPECTION_ROD,HIS,STAFF_DICT,H
V_ESBHL_INSPECTION_ROD,HIS,PAT_MASTER_INDEX,R
V_ESBHL_INSPECTION_ROD,HIS,DEPT_DICT,D
V_ESBHL_INSPECTION_ROD,HIS,LAB_TEST_MASTER,A
V_ESBHL_INSPECTION_ROD,HIS,DIAGNOSIS,I
V_ESBHL_NUR_PLAN,HIS,PAT_MASTER_INDEX,T
V_ESBHL_NUR_PLAN,YDHL,MCS_MSYS_NURSINGLEVEL_CONF,C
V_ESBHL_NUR_PLAN,YDHL,INPATIENTS,A
V_ESBHL_NUR_PLAN,HIS,DIAGNOSIS,H
V_ESBHL_OPER_ROD,HIS,DEPT_DICT,D
V_ESBHL_OPER_ROD,MTL,EPR_INPATIENT_DOCINDEX,T
V_ESBHL_OPER_ROD,MTL,EPR_INPATIENT,T1
V_ESBHL_OPER_ROD,MTL,EMRSD9,T3
V_ESBHL_OPER_ROD,HIS,PAT_MASTER_INDEX,PMI
V_ESBHL_OPER_ROD,HIS,PAT_VISIT,PV
V_ESBHL_OUTPUT_ASS_GUIDE,HIS,PAT_MASTER_INDEX,T
V_ESBHL_OUTPUT_ASS_GUIDE,YDHL,INPATIENTS,A
V_ESBHL_OUTPUT_DOCADVICE,HIS,PAT_MASTER_INDEX,M
V_ESBHL_OUTPUT_DOCADVICE,HIS,PAT_VISIT,T
V_ESBHL_OUTPUT_DOCADVICE,HIS,ORDER_CLASS_DICT,D
V_ESBHL_OUTPUT_DOCADVICE,HIS,STAFF_DICT,R
V_ESBHL_OUTPUT_DOCADVICE,HIS,ORDERS,A
V_ESBHL_OUTPUT_SUMMARY,HIS,PAT_MASTER_INDEX,D
V_ESBHL_OUTPUT_SUMMARY,HIS,OCCUPATION_DICT,I
V_ESBHL_OUTPUT_SUMMARY,HIS,DEPT_DICT,E
V_ESBHL_OUTPUT_SUMMARY,HIS,PAT_VISIT,A
V_ESBHL_OUTPUT_SUMMARY,HIS,DIAGNOSIS,B
V_ESBHL_OUTPUT_SUMMARY,HIS,OPERATION,T
V_ESBHL_TRE_ROD,HIS,PAT_VISIT,T
V_ESBHL_TRE_ROD,HIS,PAT_MASTER_INDEX,R
V_ESBHL_TRE_ROD,HIS,INP_BILL_DETAIL,A
V_ESBHL_VS_MEASURE_ROD,HIS,PAT_MASTER_INDEX,T
V_ESBHL_VS_MEASURE_ROD,YDHL,INPATIENTS,I
V_ESBHL_VS_MEASURE_ROD,YDHL,MCS_VITAL_INFO,A
V_ESBHL_VS_MEASURE_ROD,HIS,DIAGNOSIS,H
YS_TEST1_ADV,HIS,ORDERS,A
CDR_ADMISSION_INFO,HIS,DEPT_DICT,T
CDR_ADMISSION_INFO,HIS,PATS_IN_HOSPITAL,A
CDR_APPLY,HIS,DEPT_DICT,DD
CDR_APPLY,HIS,STAFF_DICT,SD
CDR_APPLY,HIS,DIAGNOSIS_DICT,DD
CDR_APPLY,HIS,LAB_TEST_MASTER,LAB_TEST_MASTER
CDR_APPLY,HIS,CLINIC_MASTER,CM
CDR_APPLY,HIS,PAT_VISIT,PV
CDR_APPLY,HIS,DIAGNOSIS,A
CDR_APPLY,HIS,OUTP_MR_DIAG_DESC,A
CDR_APPLY,HIS,DIAGNOSIS,DIAGNOSIS
CDR_APPLY,HIS,OUTP_MR_DIAG_DESC,OUTP_MR_DIAG_DESC
CDR_CHECK_REPORT_ES,NJ,BHOSCHECKES,GB
CDR_CHECK_REPORT_ES,NJ,预约登记,YYDJ
CDR_CHECK_REPORT_PACS,PACS,EXAMINFO,E
CDR_CHECK_REPORT_PACS,PACS,PATIENTINFO,P
CDR_CHECK_REPORT_PACS,PACS,MODALITYINFO,M
CDR_CHECK_REPORT_PACS,PACS,PROCEDURESTEPINFO,PSI
CDR_CHECK_REPORT_PACS,PACS,PROCEDUREINFO,PO
CDR_CHECK_REPORT_PACS,PACS,MODALITYTYPEINFO,MT
CDR_CHECK_REPORT_PACS,PACS,REPORT,R
CDR_CHECK_REPORT_US,CS,BHOSCHECKUS,AA
CDR_CHECK_REPORT_XD,HIS,CLINIC_MASTER,CM
CDR_CHECK_REPORT_XD,UNKNOWN,CDR_CHECK_REPORT_XD_COPY,A1
CDR_CHECK_REPORT_XD,HIS,EXAM_MASTER,EXAM_MASTER
CDR_EMR_DOCUMENT,JHEMR,JHMR_FILE_CONTENT_TEXT,A
CDR_EMR_DOCUMENT,JHEMR,JHMR_FILE_INDEX,B
CDR_EMR_DOCUMENT,JHEMR,JHMS_STAT_TEMPLET,JHMS_STAT_TEMPLET
CDR_HOSPITAL,HIS,DEPT_DICT,DEPT_DICT
CDR_HOSPITAL,HIS,STAFF_DICT,STAFF_DICT
CDR_HOSPITAL,HIS,DEPT_VS_WARD,DEPT_VS_WARD
CDR_HOSPITAL,HIS,ADT_LOG,ADT_LOG
CDR_HOSPITAL,HIS,PATS_IN_HOSPITAL,PATS_IN_HOSPITAL
CDR_HOSPITAL,HIS,PAT_VISIT,A
CDR_HOSPITAL_ORDER,HIS,ORDER_CLASS_DICT,ORDER_CLASS_DICT
CDR_HOSPITAL_ORDER,HIS,DEPT_DICT,DEPT_DICT
CDR_HOSPITAL_ORDER,HIS,DEPT_VS_WARD,DEPT_VS_WARD
CDR_HOSPITAL_ORDER,HIS,WARD_TRANSFER,Q
CDR_HOSPITAL_ORDER,HIS,BED_TRANS_LOG,AA
CDR_HOSPITAL_ORDER,HIS,STAFF_DICT,STAFF_DICT
CDR_HOSPITAL_ORDER,HIS,PAT_VISIT,A
CDR_INSPECTION_REPORT,ODS,CDR_INSPECTION_REPORT1,CDR_INSPECTION_REPORT1
CDR_INSPECTION_REPORT_DETALL,ODS,CDR_INSPECTION_REPORT_DETALL1,CDR_INSPECTION_REPORT_DETALL1
CDR_MEDICAL,HIS,COUNTRY_DICT,CD
CDR_MEDICAL,HIS,AREA_DICT,AD
CDR_MEDICAL,HIS,NATION_DICT,ND
CDR_MEDICAL,HIS,OCCUPATION_DICT,OD
CDR_MEDICAL,HIS,RELATIONSHIP_DICT,RD
CDR_MEDICAL,HIS,DEPT_DICT,T
CDR_MEDICAL,HIS,PATS_IN_HOSPITAL,PATS_IN_HOSPITAL
CDR_MEDICAL,HIS,STAFF_DICT,STAFF_DICT
CDR_MEDICAL,HIS,STAFF_DICT,SD
CDR_MEDICAL,HIS,PAT_VISIT,A
CDR_MEDICAL_DIAG,HIS,DIAGNOSIS_TYPE_DICT,DIAGNOSIS_TYPE_DICT
CDR_MEDICAL_DIAG,HIS,DEPT_DICT,A1
CDR_MEDICAL_DIAG,HIS,DEPT_DICT,D
CDR_MEDICAL_DIAG,HIS,STAFF_DICT,D
CDR_MEDICAL_DIAG,HIS,DIAGNOSIS,A
CDR_MEDICAL_DIAG,HIS,PAT_MASTER_INDEX,B
CDR_MEDICAL_DIAG,HIS,PAT_VISIT,C
CDR_MEDICAL_DIAG,HIS,CLINIC_MASTER,D
CDR_OPERATION_AFTER,SM,MED_PAT_MASTER_INDEX,MED_PAT_MASTER_INDEX
CDR_OPERATION_AFTER,SM,MED_CUSTOM_DATA,MCD
CDR_OPERATION_AFTER,SM,MED_OPERATION_MASTER,MOM
CDR_OPERATION_AFTER,SM,MED_PAT_MASTER_INDEX,MPMI
CDR_OPERATION_APPLY,SM,MED_PAT_MASTER_INDEX,MED_PAT_MASTER_INDEX
CDR_OPERATION_APPLY,SM,MED_DEPT_DICT,MED_DEPT_DICT
CDR_OPERATION_APPLY,SM,MED_OPERATING_ROOM,MED_OPERATING_ROOM
CDR_OPERATION_APPLY,SM,MED_OPERATION_MASTER,MOM
CDR_OPERATION_APPLY,SM,MED_OPERATION_SCHEDULE,MOS
CDR_OPERATION_PHARMACY,SM,MED_PAT_MASTER_INDEX,MED_PAT_MASTER_INDEX
CDR_OPERATION_PHARMACY,SM,MED_OPERATING_ROOM,MED_OPERATING_ROOM
CDR_OPERATION_PHARMACY,SM,MED_OPERATION_MASTER,MOM
CDR_OPERATION_PHARMACY,SM,MED_ANESTHESIA_EVENT,MAE
CDR_OPERATION_RECOVERY,SM,MED_PAT_MASTER_INDEX,MED_PAT_MASTER_INDEX
CDR_OPERATION_RECOVERY,SM,MED_CUSTOM_DATA,MCD
CDR_OPERATION_RECOVERY,SM,MED_OPERATION_MASTER,MOM
CDR_OPERATION_VISIT,SM,MED_PAT_MASTER_INDEX,MED_PAT_MASTER_INDEX
CDR_OPERATION_VISIT,SM,MED_CUSTOM_DATA,MCD
CDR_OPERATION_VISIT,SM,MED_OPERATION_MASTER,MOM
CDR_OPERATION_VISIT,SM,MED_ANESTHESIA_PLAN,MAP
CDR_OUTPATIENT_DIAG,HIS,DEPT_DICT,T
CDR_OUTPATIENT_DIAG,HIS,OUTP_MR,A
CDR_OUTPATIENT_VISIT,HIS,OCCUPATION_DICT,OD
CDR_OUTPATIENT_VISIT,HIS,DEPT_DICT,T
CDR_OUTPATIENT_VISIT,HIS,STAFF_DICT,T1
CDR_OUTPATIENT_VISIT,HIS,STAFF_DICT,STAFF_DICT
CDR_OUTPATIENT_VISIT,HIS,CLINIC_MASTER,A
CDR_OUT_PRESCRIPTION,HIS,DEPT_DICT,T
CDR_OUT_PRESCRIPTION,HIS,PERFORM_FREQ_DICT,PERFORM_FREQ_DICT
CDR_OUT_PRESCRIPTION,HIS,ADMINISTRATION_DICT,ADMINISTRATION_DICT
CDR_OUT_PRESCRIPTION,HIS,DRUG_PRESC_MASTER,A
CDR_PATIENT_INFO,HIS,CHARGE_TYPE_DICT,CHARGE_TYPE_DICT
CDR_PATIENT_INFO,HIS,AREA_DICT,AD
CDR_PATIENT_INFO,HIS,COUNTRY_DICT,CD
CDR_PATIENT_INFO,HIS,NATION_DICT,ND
CDR_PATIENT_INFO,HIS,OCCUPATION_DICT,OD
CDR_PATIENT_INFO,HIS,MR_BASE_DICT,MBD
CDR_PATIENT_INFO,HIS,RELATIONSHIP_DICT,RD
CDR_PATIENT_INFO,HIS,PAT_MASTER_INDEX,A
CDR_SURGICAL_RECORD,SM,MED_PAT_MASTER_INDEX,MED_PAT_MASTER_INDEX
CDR_SURGICAL_RECORD,SM,MED_OPERATING_ROOM,MED_OPERATING_ROOM
CDR_SURGICAL_RECORD,SM,MED_OPERATION_MASTER,MOM
CDR_SURGICAL_RECORD,SM,MED_ANESTHESIA_PLAN,MAP
